t_s,route,status,latency_ms,backend,ok
0.050,message,201,10.290,backend-1,true
0.051,message,201,9.110,backend-3,true
0.052,message,201,7.870,backend-1,true
0.051,message,201,9.020,backend-3,true
0.051,message,201,8.970,backend-1,true
0.054,message,201,6.530,backend-1,true
0.054,message,201,5.800,backend-3,true
0.048,message,201,12.060,backend-1,true
0.053,message,201,6.650,backend-1,true
0.054,message,201,6.560,backend-1,true
0.054,message,201,6.170,backend-3,true
0.049,message,201,11.250,backend-1,true
0.049,message,201,10.710,backend-3,true
0.049,message,201,11.270,backend-1,true
0.057,message,201,4.040,backend-1,true
0.049,message,201,12.490,backend-2,true
0.048,message,201,13.960,backend-2,true
0.055,message,201,6.420,backend-2,true
0.049,message,201,12.500,backend-2,true
